scenario,sample_index,tx_id,detected,verify_valid,mismatches,recover_used,challenge_success,replay_reason,final_status
attestation_invalid,19,failure-attestation_invalid-19,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,20,failure-attestation_invalid-20,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,21,failure-attestation_invalid-21,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,22,failure-attestation_invalid-22,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,23,failure-attestation_invalid-23,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,24,failure-attestation_invalid-24,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,25,failure-attestation_invalid-25,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,26,failure-attestation_invalid-26,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,27,failure-attestation_invalid-27,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,28,failure-attestation_invalid-28,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,29,failure-attestation_invalid-29,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,30,failure-attestation_invalid-30,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,31,failure-attestation_invalid-31,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,32,failure-attestation_invalid-32,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,33,failure-attestation_invalid-33,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,34,failure-attestation_invalid-34,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,35,failure-attestation_invalid-35,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,36,failure-attestation_invalid-36,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,37,failure-attestation_invalid-37,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,38,failure-attestation_invalid-38,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,39,failure-attestation_invalid-39,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,40,failure-attestation_invalid-40,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,41,failure-attestation_invalid-41,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,42,failure-attestation_invalid-42,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,43,failure-attestation_invalid-43,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
